A,B
6.143789393039369884e+00,8.234253452150154473e+00
6.352835798950448698e+00,8.552167587568041185e+00
6.572768977812208036e+00,8.875681250071608019e+00
6.803060205038147679e+00,9.202753843548496349e+00
7.043029568889182634e+00,9.530926798012563594e+00
7.291819291801520997e+00,9.857286363290221232e+00
7.548365998950391287e+00,1.017843287287465515e+01
7.811372686342817673e+00,1.049046014302371788e+01
8.079281432010906983e+00,1.078894941351414438e+01
8.350248230161231078e+00,1.106898290570684473e+01
8.622121697715792621e+00,1.132518255850992261e+01
8.892427783795206153e+00,1.155177965536514506e+01
9.158362970952200754e+00,1.174272069562062626e+01
9.416798743419043660e+00,1.189181379333790289e+01
9.664300248410929939e+00,1.199291791549450537e+01
9.897162015119286949e+00,1.204017425903002447e+01
1.011146323951036052e+01,1.202827497724102912e+01
1.030314441328342667e+01,1.195275943622737280e+01
1.046810591557782111e+01,1.181032257862133505e+01
1.060232758188217161e+01,1.159911443036447665e+01
1.070200626673040212e+01,1.131900519798679383e+01
1.076370615985604218e+01,1.097178782782368778e+01
1.078451432665280763e+01,1.056129038706755097e+01
1.076219193269428231e+01,1.009337497385242699e+01
1.069531023681009607e+01,9.575808324900332735e+00
1.058336004561911992e+01,9.018001347637959242e+00
1.042682417582100385e+01,8.430629080365777739e+00
1.022720466627548142e+01,7.825156970021152958e+00
9.986999896650049280e+00,7.213311386010152759e+00
9.709631045586059273e+00,6.606539685871991807e+00
9.399321909614652526e+00,6.015506409049879544e+00
9.060940359558175672e+00,5.449666984473923392e+00
8.699813022049751154e+00,4.916949685802167735e+00
8.321526688424992102e+00,4.423562502954613507e+00
7.931730269877954598e+00,3.973926697953654941e+00
7.535949912685524943e+00,3.570725550268468496e+00
7.139427476443819032e+00,3.215047000484279494e+00
6.746989428847864900e+00,2.906593457786982526e+00
6.362949831741776308e+00,2.643930881388739440e+00
5.991047936706472399e+00,2.424751584381489522e+00
5.634418301473973933e+00,2.246129856581756901e+00
5.295589456984751919e+00,2.104755222622745059e+00
4.976506033548551144e+00,1.997133898322148049e+00
4.678568820025910568e+00,1.919754058322197698e+00
4.402687343855538948e+00,1.869214495959800937e+00
4.149340059065965036e+00,1.842319040563253463e+00
3.918637957215693746e+00,1.836140791580930687e+00
3.710388240652217284e+00,1.848061033126297437e+00
3.524155519899625055e+00,1.875787841424747748e+00
3.359318752052137480e+00,1.917359113249619496e+00
3.215122788171885571e+00,1.971134209809159765e+00
3.090723930335613101e+00,2.035777765587557742e+00
2.985229313860807476e+00,2.110238549364503502e+00
2.897730237411177079e+00,2.193725642725162572e+00
2.827329777942575451e+00,2.285683650295514013e+00
2.773165165177869262e+00,2.385768187458070955e+00
2.734425467405889432e+00,2.493822505397657707e+00
2.710365171205066481e+00,2.609855803303607669e+00
2.700314234414920467e+00,2.734023533531035444e+00
2.703685164326532053e+00,2.866609816614868134e+00
2.719977629555365706e+00,3.008011938602121571e+00
2.748781060460041115e+00,3.158726793466699156e+00
2.789775633760706697e+00,3.319339049764730376e+00
2.842731975361108887e+00,3.490510755687682654e+00
2.907509853393766441e+00,3.672972043837132716e+00
2.984056072438102891e+00,3.867512550858088982e+00
3.072401720280101500e+00,4.074973122784824930e+00
3.172658860530573666e+00,4.296237330494288464e+00
3.285016707526945190e+00,4.532222267530193527e+00
3.409737263527270024e+00,4.783868041814782757e+00
3.547150341356021475e+00,5.052125301060785389e+00
3.697647837326497822e+00,5.337940047416991796e+00
3.861677058335547308e+00,5.642234899387218228e+00
4.039732842440714400e+00,5.965885849095335480e+00
4.232348143106176686e+00,6.309693443257945233e+00
4.440082673121353629e+00,6.674347192356949954e+00
4.663509125044913439e+00,7.060381894110625112e+00
4.903196401951484873e+00,7.468124459685133054e+00
5.159689207724849958e+00,7.897629777068874368e+00
5.433483264659252576e+00,8.348604168634683020e+00
5.724995355056795354e+00,8.820315144996522250e+00
6.034527334050768133e+00,9.311486486426661102e+00
6.362223249288357252e+00,9.820178276092189407e+00
6.708018751968740645e+00,1.034365246510821201e+01
7.071582123282687427e+00,1.087822598396595097e+01
7.452246509351013515e+00,1.141911545416282259e+01
7.848933403832194067e+00,1.196028031750647180e+01
8.260068095199621041e+00,1.249427477317878754e+01
8.683488762997537691e+00,1.301212329755487040e+01
9.116352216453270429e+00,1.350323957397377583e+01
9.555040952205320792e+00,1.395541399788304737e+01
9.995078256773092917e+00,1.435489982833824563e+01
1.043106041392960748e+01,1.468663138034419724e+01
1.085661751057106628e+01,1.493460776918035471e+01
1.126441653643199459e+01,1.508247059524263811e+01
1.164622194231305841e+01,1.511429141872118365e+01
1.199302888995387129e+01,1.501556313247587227e+01
1.229528231420607121e+01,1.477435784812162289e+01
1.254318986759762566e+01,1.438257440758141037e+01
1.272712832159600360e+01,1.383715614992690845e+01
1.283813110442909355e+01,1.314112283633050104e+01
1.286843027761923430e+01,1.230424130482042422e+01
1.281201138033935294e+01,1.134316951293381415e+01
1.266512719359879924e+01,1.028095635767598282e+01
1.242671011000651760e+01,9.145864703355890413e+00
1.209862556934145417e+01,7.969595205728763787e+00
1.168572253298018460e+01,6.785100288231429744e+00
1.119566030850530858e+01,5.624261856620373479e+00
1.063852046331681578e+01,4.515737914680109100e+00
1.002624220845314440e+01,3.483250957046355900e+00
9.371943083312466172e+00,2.544502834078449460e+00
8.689199058389064589e+00,1.710781443618079045e+00
7.991357296911965946e+00,9.872063347338206896e-01
7.290942200694151332e+00,3.734711464709586926e-01
6.599195095271832123e+00,-1.351040578804796333e-01
5.925765179956600903e+00,-5.463980461609543315e-01
5.278548857344845580e+00,-8.703464636744850935e-01
4.663659325242912601e+00,-1.117939087728695657e+00
4.085499483945751464e+00,-1.300412406508922869e+00
3.546908294900283920e+00,-1.428651861388344324e+00
3.049352279271420940e+00,-1.512789218966252847e+00
2.593138129447653650e+00,-1.561964508338535618e+00
2.177627865669034435e+00,-1.584216183485027241e+00
1.801443460753628267e+00,-1.586464248021707046e+00
1.462652689876094758e+00,-1.574555897751964917e+00
1.158931831113288791e+00,-1.553349470557445544e+00
8.877037009462153128e-01,-1.526818675510487777e+00
6.462514633005449483e-01,-1.498164442004854990e+00
4.318098727700049322e-01,-1.469926010859901711e+00
2.416362844070142624e-01,-1.444086095513437806e+00
7.306404641496902497e-02,-1.422167223856026563e+00
-7.645908061213052553e-02,-1.405317925208656948e+00
-2.093449650717831567e-01,-1.394388439969853621e+00
-3.278493125615902226e-01,-1.389996258795736406e+00
-4.340640071850048187e-01,-1.392582165134286454e+00
-5.299158229799330044e-01,-1.402457647853409428e+00
-6.171700054672806246e-01,-1.419844631225594567e+00
-6.974374680431120188e-01,-1.444908479314204630e+00
-7.721845691702212688e-01,-1.477785198337943529e+00
-8.427446320869934615e-01,-1.518603701727654354e+00
-9.103305390510595396e-01,-1.567503929828798270e+00
-9.760478781288334238e-01,-1.624651536914429206e+00
-1.040908244007392902e+00,-1.690249777065824466e+00
-1.105842397313236081e+00,-1.764549140521503690e+00
-1.171713071634062908e+00,-1.847855215090119296e+00
-1.239327285979668458e+00,-1.940535174141522434e+00
-1.309448074795853900e+00,-2.043023223885482853e+00
-1.382805589704816818e+00,-2.155825277975226939e+00
-1.460107558531857919e+00,-2.279523066368130735e+00
-1.542049109315485111e+00,-2.414777826895375235e+00
-1.629321981073474035e+00,-2.562333670834669341e+00
-1.722623150049593654e+00,-2.723020656286206709e+00
-1.822662900673254871e+00,-2.897757543287914572e+00
-1.930172364934720886e+00,-3.087554139928698316e+00
-2.045910542434118629e+00,-3.293513076325119915e+00
-2.170670795823218757e+00,-3.516830759791722549e+00
-2.305286792220069270e+00,-3.758797165836692766e+00
-2.450637829581731708e+00,-4.020794001065673307e+00
-2.607653446730125779e+00,-4.304290630272472384e+00
-2.777317165084360440e+00,-4.610836984806737426e+00
-2.960669147056598227e+00,-4.942052455963380275e+00
-3.158807477947276343e+00,-5.299609518459115876e+00
-3.372887681998460341e+00,-5.685210517958251941e+00
-3.604119965594439368e+00,-6.100555686978005099e+00
-3.853763537732795896e+00,-6.547300021738106324e+00
-4.123117186133327117e+00,-7.026996159943847076e+00
-4.413505083514379201e+00,-7.541019856103719832e+00
-4.726256560773313353e+00,-8.090474081031674203e+00
-5.062678312799149261e+00,-8.676067222202931362e+00
-5.424017203739527559e+00,-9.297960411594013763e+00
-5.811411524524976002e+00,-9.955578785797962738e+00
-6.225828250652274853e+00,-1.064738168477712321e+01
-6.667983594064759600e+00,-1.137058770440319400e+01
-7.138244005098602685e+00,-1.212085252805412594e+01
-7.636504857394155188e+00,-1.289190109378133364e+01
-8.162044481032873833e+00,-1.367512154821194947e+01
-8.713352187750780686e+00,-1.445913731888802189e+01
-9.287930700864505340e+00,-1.522938619316803432e+01
-9.882076250094858239e+00,-1.596775195659365210e+01
-1.049064382074473833e+01,-1.665231470753704457e+01
-1.110681090942396843e+01,-1.725730900075278385e+01
-1.172186071855685086e+01,-1.775340108568411424e+01
-1.232501475526957790e+01,-1.810841154898278660e+01
-1.290335443464089948e+01,-1.828860826377262683e+01
-1.344187981755407257e+01,-1.826066451279092817e+01
-1.392375828707775831e+01,-1.799430572620869739e+01
-1.433081303099085169e+01,-1.746554692199594427e+01
-1.464428642009136183e+01,-1.666025487812119010e+01
-1.484588326589434537e+01,-1.557757790473967674e+01
-1.491905272977887797e+01,-1.423262123415631741e+01
-1.485040958021662227e+01,-1.265767831833145607e+01
-1.463113645402810548e+01,-1.090142967625131831e+01
-1.425816577625042747e+01,-9.025828949210767504e+00
-1.373493209354646183e+01,-7.100875912184701377e+00
-1.307152647541028578e+01,-5.198006115186197817e+00
-1.228417443938787734e+01,-3.383226532149588461e+00
-1.139407964866404832e+01,-1.711233297803953279e+00
-1.042579501357803906e+01,-2.215010671071857562e-01
-9.405365618930954241e+00,1.063182763239660433e+00
-8.358510780713892530e+00,2.135860565237767794e+00
-7.309073646118726231e+00,3.002814377160357928e+00
-6.277884843790817904e+00,3.680053192948326668e+00
-5.282091040116903002e+00,4.189651615762887360e+00
-4.334916774528924321e+00,4.556507136601847030e+00
-3.445774383415847186e+00,4.805819618297253015e+00
-2.620614983244537122e+00,4.961365771090379795e+00
-1.862416907811045519e+00,5.044487273601593103e+00
-1.171726489669781657e+00,5.073636875880076502e+00
-5.471901531147957964e-01,5.064312786647272802e+00
1.396014086141106336e-02,5.029232626002839268e+00
5.154873893755538283e-01,4.978633237223459851e+00
9.618019741603445194e-01,4.920618299144680741e+00
1.357683606658778075e+00,4.861505406643070515e+00
1.708065786657207319e+00,4.806146170538670326e+00
2.017873825045353620e+00,4.758207504591650761e+00
2.291907192999983245e+00,4.720411174211037064e+00
2.534757591121088449e+00,4.694733561498544816e+00
2.750755188158834130e+00,4.682569876082657068e+00
2.943936656951216424e+00,4.684867764882876706e+00
3.118029767744382674e+00,4.702235159645010043e+00
3.276450306934445500e+00,4.735026695543367303e+00
3.422307945795337591e+00,4.783412396247467946e+00
3.558418390840550671e+00,4.847431686938187489e+00
3.687319720450314531e+00,4.927035228620825436e+00
3.811291271267365666e+00,5.022116584469585199e+00
3.932373802587587619e+00,5.132535330154706088e+00
4.052389955344299466e+00,5.258132894246701383e+00
4.172964249234540013e+00,5.398742148503888671e+00
4.295542039161475145e+00,5.554191548686544522e+00
4.421406990113982083e+00,5.724304444387362523e+00
4.551696735541320038e+00,5.908894023803872741e+00
4.687416464367575308e+00,6.107754231566063119e+00
4.829450241087424267e+00,6.320646892132324446e+00
4.978569906191914640e+00,6.547285187354701108e+00
5.135441434308193109e+00,6.787313575867449877e+00
5.300628648464118520e+00,7.040284206923754340e+00
5.474594204310082368e+00,7.305629876765641129e+00
5.657697771555637800e+00,7.582633607723714420e+00
5.850191355172445817e+00,7.870395006699352436e+00
6.052211720325136213e+00,8.167793689534887491e+00
6.263769917246110985e+00,8.473450251052042859e+00
6.484737950626704439e+00,8.785685527501790659e+00
6.714832708314212972e+00,9.102479248095992403e+00
6.953597362292391004e+00,9.421429611565093509e+00
7.200380587219661344e+00,9.739715853048352301e+00
7.454314113802530173e+00,1.005406647745807724e+01
7.714289350168084702e+00,1.036073650509208299e+01
7.978934065660484798e+00,1.065549776147425476e+01
8.246590435241861528e+00,1.093364687867304141e+01
8.515296079584979694e+00,1.119003616196278195e+01
8.782770087822759919e+00,1.141913268330057640e+01
9.046406347370542278e+00,1.161511073119681114e+01
9.303276785753169520e+00,1.177198189491813807e+01
9.550147296669665664e+00,1.188376541101255413e+01
9.783509108103954688e+00,1.194469880978794585e+01
9.999628078272353449e+00,1.194948531122040336e+01
1.019461380156715791e+01,1.189356991883704850e+01
1.036450941329414732e+01,1.177343103106765554e+01
1.050540157507149885e+01,1.158686915675961693e+01
1.061354833324030977e+01,1.133326974985885727e+01
1.068552047490216417e+01,1.101381421164258789e+01
1.071834984857620654e+01,1.063161273189920131e+01
1.070967613690850584e+01,1.019173566646287554e+01
1.065788208986394281e+01,9.701126967209063423e+00
1.056220657759845416e+01,9.168393527980970958e+00
1.042282527263670566e+01,8.603477143801120164e+00
1.024089045975314782e+01,8.017229338895155877e+00
1.001852434766734845e+01,7.420921395325601466e+00
9.758764052433173575e+00,6.825730317328101648e+00
9.465460678922665849e+00,6.242244550833289551e+00
9.143139066113727509e+00,5.680030382914994291e+00
8.796828197793853832e+00,5.147291597505510907e+00
8.431874537765018829e+00,4.650642754004692847e+00
8.053751359388986231e+00,4.195002638018924479e+00
7.667876487251979789e+00,3.783601363830134900e+00
7.279448974909795034e+00,3.418084209505406701e+00
6.893312498369356334e+00,3.098688674303669899e+00
6.513850115962787513e+00,2.824468713364683747e+00
6.144911975702976648e+00,2.593541121644745040e+00
5.789774890297153753e+00,2.403332627516680198e+00
5.451130664019106398e+00,2.250811275017978730e+00
5.131098725118993897e+00,2.132691079307375670e+00
4.831257960537832297e+00,2.045603945670787738e+00
4.552692559051127574e+00,1.986236970979956551e+00
4.296047000244010761e+00,1.951436303203698097e+00
4.061585930539979294e+00,1.938280737036202961e+00
3.849255411189601794e+00,1.944129319685957036e+00
3.658742802039237407e+00,1.966647635925065973e+00
3.489533285427820264e+00,2.003817346626119544e+00
3.340961691547650325e+00,2.053933155431470592e+00
3.212258837936032396e+00,2.115590819596464556e+00
3.102592036102075568e+00,2.187669207780052361e+00
3.011099753269873336e+00,2.269308807598123146e+00
2.936920658702698361e+00,2.359888538446772266e+00
2.879217446677105663e+00,2.459002249162155707e+00
2.837195926925610845e+00,2.566435880554215565e+00
2.810119922288471184e+00,2.682145946495787303e+00
2.797322524709202618e+00,2.806239726389511357e+00
2.798214244877233359e+00,2.938957356890978811e+00
2.812288556078607726e+00,3.080655851794233513e+00
2.839125285650170305e+00,3.231794956529943530e+00
2.878392252738147583e+00,3.392924649219561939e+00
2.929845492386288885e+00,3.564674026118381356e+00
2.993328345759498355e+00,3.747741249009035158e+00
3.068769636084451857e+00,3.942884180022133034e+00
3.156181090478220153e+00,4.150911280605858344e+00
3.255654109490984105e+00,4.372672301783898874e+00
3.367355928720275671e+00,4.609048238908128425e+00
3.491525159739060857e+00,4.860939962926431157e+00
3.628466640057797843e+00,5.129254869518580229e+00
3.778545463003875948e+00,5.414890805893633363e+00
3.942179997292851734e+00,5.718716442259975885e+00
4.119833641789564460e+00,6.041547152138739385e+00
4.312004992824482130e+00,6.384115356067826319e+00
4.519216029148816816e+00,6.747034173087453013e+00
4.741997843542680613e+00,7.130753124105286389e+00
4.980873371598940835e+00,7.535504556877968163e+00
5.236336490126843657e+00,7.961239437563940591e+00
